CUSTID,DATE,AMOUNT,NUMPURCHASE
100209,2019-02-26,3180,1
103316,2019-06-15,6910,2
104722,2019-07-16,11520,2
103872,2019-04-09,6360,1
100410,2019-04-22,9060,4
104876,2019-09-17,5856,2
100201,2019-04-24,7920,2
101312,2019-12-06,23550,2
102208,2019-08-18,16800,2
103724,2019-08-08,3220,2
101500,2019-10-26,5211,2
101403,2019-06-02,1590,1
102596,2019-03-04,3588,1
103403,2019-04-08,6678,3
100782,2019-03-04,12340,3
101287,2019-11-10,3136,1
103339,2019-01-19,18420,3
101848,2019-09-25,25920,2
100227,2019-01-15,30000,1
105090,2019-05-20,24840,1
104977,2019-04-21,4255,2
105000,2019-11-11,4872,1
102678,2019-04-14,7260,1
105596,2019-11-06,6386,2
104881,2019-05-22,9523,2
104731,2019-01-13,3880,1
100342,2019-07-09,31800,4
101667,2019-07-26,1666,1
103317,2019-02-10,4020,2
100859,2019-09-02,9854,3
102869,2019-04-13,18338,3
101556,2019-05-10,5244,1
105019,2019-11-19,4938,2
100101,2019-09-17,3980,1
101104,2019-08-03,6090,4
100848,2019-08-10,6970,3
103660,2019-06-01,7385,4
100045,2019-04-30,31500,2
104604,2019-02-25,4210,2
105206,2019-03-10,16500,1
104153,2019-12-08,34000,1
105748,2019-09-27,5145,2
105203,2019-10-21,13323,3
102090,2019-03-27,8491,4
104567,2019-05-13,5770,2
105950,2019-09-14,5292,1
101850,2019-05-20,1490,1
105667,2019-11-25,33480,2
100454,2019-01-06,7420,3
101629,2019-01-28,4710,2
100977,2019-09-15,3980,1
105598,2019-07-01,15760,2
104533,2019-08-24,6300,2
101519,2019-06-02,1980,1
102523,2019-11-10,33267,7
100367,2019-09-29,4100,1
102420,2019-07-03,16280,2
100008,2019-05-22,3300,1
102374,2019-09-01,11403,3
100956,2019-06-11,10800,3
102310,2019-11-02,2700,1
101098,2019-12-18,19800,1
104060,2019-08-13,26510,8
105260,2019-11-03,10920,3
100685,2019-06-17,7080,2
105960,2019-10-01,3980,1
102684,2019-06-02,15228,7
102691,2019-12-24,3320,2
101789,2019-06-24,3600,1
103995,2019-03-11,1900,1
104527,2019-03-06,1782,1
100629,2019-12-17,5214,2
103787,2019-05-26,12545,4
101136,2019-03-18,16380,2
101157,2019-10-08,11397,8
104184,2019-05-04,5581,3
104291,2019-07-10,10723,3
103025,2019-12-09,5760,1
100876,2019-07-18,3385,1
102533,2019-11-29,6210,1
101776,2019-01-22,9900,1
103629,2019-03-15,8974,2
101824,2019-08-07,22906,3
101520,2019-01-29,38250,2
103877,2019-05-06,9675,2
101068,2019-04-22,6900,1
101210,2019-10-29,8595,3
100360,2019-07-22,3564,1
101517,2019-05-01,4770,1
105468,2019-11-06,17953,4
102857,2019-03-26,2781,2
104467,2019-08-10,4050,2
103120,2019-06-16,9660,1
103806,2019-11-05,3930,2
102119,2019-08-24,3680,1
104856,2019-09-18,10204,3
103797,2019-06-13,25314,2
102947,2019-03-06,10925,1
105128,2019-03-20,9380,3
104017,2019-05-28,10440,1
101283,2019-07-15,5600,1
102030,2019-06-08,5600,2
101781,2019-12-20,13809,5
103494,2019-01-09,2900,1
102230,2019-01-14,11950,1
100272,2019-10-27,11740,2
100426,2019-12-28,5320,1
101625,2019-07-28,34083,5
102958,2019-10-02,15625,3
103394,2019-03-07,6180,2
103873,2019-03-02,3960,2
103226,2019-08-20,1078,1
102773,2019-04-23,4800,1
102667,2019-09-07,9315,3
103303,2019-05-05,23150,5
105676,2019-04-29,3762,2
103701,2019-06-30,6759,3
100704,2019-11-20,14028,6
101301,2019-06-04,3231,1
100042,2019-07-25,2090,1
105780,2019-10-24,5700,1
101246,2019-08-07,74287,3
104617,2019-06-10,4866,1
103650,2019-11-11,30710,2
105899,2019-05-24,3280,1
102287,2019-01-28,18295,6
100482,2019-06-20,15461,6
105190,2019-02-02,9825,4
101276,2019-05-08,3200,1
104086,2019-12-14,4523,1
105553,2019-03-06,15192,3
100022,2019-11-11,2820,1
101670,2019-10-30,8733,5
105498,2019-02-28,3724,1
104876,2019-10-24,36879,3
103724,2019-09-15,34198,1
104867,2019-11-21,8303,3
105367,2019-09-24,13426,3
104821,2019-12-27,16484,2
103257,2019-01-16,2976,2
102012,2019-12-11,7160,1
105910,2019-04-21,3775,3
103304,2019-01-11,15253,3
101403,2019-07-09,10790,3
104623,2019-08-27,2500,1
101342,2019-10-14,24620,1
105188,2019-08-22,6492,3
100735,2019-04-16,12600,3
104851,2019-09-28,6900,2
105098,2019-04-29,27373,4
102593,2019-10-23,14410,4
103596,2019-09-09,5635,4
101803,2019-04-10,8505,3
100228,2019-09-12,3475,2
103587,2019-04-17,4700,1
101037,2019-06-13,4245,1
100779,2019-10-23,11754,3
105780,2019-05-01,9660,2
104120,2019-07-14,7477,1
103449,2019-03-24,6840,2
102242,2019-09-22,11740,4
105055,2019-02-12,26820,5
101029,2019-04-16,6916,1
105068,2019-09-02,6010,2
103048,2019-11-20,6110,2
103236,2019-03-16,7750,1
102933,2019-03-28,2717,2
103587,2019-09-21,3200,1
103898,2019-06-18,3460,2
101026,2019-10-28,6900,1
100419,2019-04-30,2410,2
101670,2019-05-07,5225,4
102870,2019-07-29,6462,2
105514,2019-03-27,9546,5
104723,2019-09-22,1136,1
104871,2019-12-20,10375,2
102666,2019-12-13,7201,1
103366,2019-11-11,8460,1
100557,2019-10-27,22500,1
102456,2019-05-25,4800,1
102457,2019-12-15,9450,2
105809,2019-07-18,6555,1
104623,2019-03-04,2500,1
104804,2019-04-10,3050,2
105807,2019-02-28,74100,1
102696,2019-09-14,29760,1
103349,2019-08-17,14850,1
105201,2019-03-20,17800,1
100511,2019-12-09,2970,1
105193,2019-05-18,18993,1
105544,2019-11-23,1450,1
104391,2019-08-28,25159,5
105688,2019-02-10,12150,2
102931,2019-11-11,63466,7
101169,2019-12-30,7944,2
102475,2019-11-04,4480,1
104374,2019-06-02,3250,1
101206,2019-01-11,13794,4
103754,2019-06-09,53850,2
101501,2019-02-05,24720,5
104473,2019-10-06,8740,2
105335,2019-10-08,12824,4
100643,2019-01-20,3208,2
104169,2019-12-16,1500,1
102083,2019-05-28,12255,3
105748,2019-05-11,3174,2
105755,2019-12-01,1354,1
102091,2019-06-01,8760,2
101263,2019-07-31,5745,2
101793,2019-10-27,4800,1
104891,2019-01-25,5002,2
101084,2019-07-05,7000,1
105093,2019-10-11,16708,3
101136,2019-09-29,49347,4
103380,2019-01-13,6990,1
100985,2019-05-05,2500,1
100111,2019-05-20,2136,1
100008,2019-01-06,6150,1
103285,2019-08-31,3440,1
102561,2019-01-29,2940,2
102912,2019-08-02,8992,4
105863,2019-05-30,6878,2
101998,2019-02-06,7857,1
100193,2019-06-30,41882,1
100240,2019-06-25,17800,1
100637,2019-06-03,7760,1
100638,2019-12-25,22000,1
104574,2019-03-14,23479,10
103060,2019-05-27,4432,2
104650,2019-07-01,4431,1
103087,2019-02-12,9900,1
103787,2019-01-10,12465,3
102136,2019-08-03,6560,2
100389,2019-01-05,6070,2
104189,2019-05-02,3158,1
101848,2019-10-01,42000,1
102562,2019-09-28,13756,2
100112,2019-01-15,2470,1
103123,2019-10-17,7383,4
105129,2019-07-21,6200,1
101559,2019-07-07,16640,2
103823,2019-09-15,3450,1
105974,2019-06-17,5880,2
102841,2019-06-29,2200,1
102757,2019-02-05,6520,3
100241,2019-02-20,7750,1
104707,2019-07-15,15246,4
104097,2019-06-04,11055,2
101446,2019-09-24,12000,1
102995,2019-05-07,3600,1
103084,2019-08-12,9654,3
101163,2019-01-19,10080,1
104947,2019-11-04,1484,1
103511,2019-10-05,3840,1
105391,2019-10-09,16220,3
103132,2019-04-14,9070,2
103400,2019-05-13,9611,6
105289,2019-12-17,10760,2
103418,2019-12-03,3940,1
103171,2019-06-07,3526,2
102368,2019-02-27,8734,3
105498,2019-09-07,2900,2
103372,2019-08-03,3705,1
100610,2019-07-14,4800,1
103198,2019-02-19,16918,3
104293,2019-04-25,2447,2
103107,2019-03-18,18176,4
101301,2019-01-20,2800,1
103458,2019-09-23,3983,2
103679,2019-08-26,9540,1
101900,2019-09-16,3100,1
100587,2019-02-11,5400,1
104120,2019-08-21,9900,1
101273,2019-02-06,3712,2
102297,2019-08-26,9732,3
104957,2019-11-23,4850,1
101636,2019-11-21,6528,3
105055,2019-03-19,13842,6
105068,2019-10-09,6072,2
102792,2019-05-18,4860,1
104038,2019-01-13,5000,1
100380,2019-04-12,3520,1
100077,2019-04-24,8616,1
103980,2019-12-17,6900,1
104464,2019-05-22,15698,4
104436,2019-07-13,3165,2
105611,2019-03-04,28094,5
102485,2019-10-06,1980,1
101773,2019-10-28,3414,3
103317,2019-09-28,4950,1
104940,2019-05-07,2820,1
100658,2019-03-04,2463,2
103223,2019-11-26,3230,2
101009,2019-09-09,8393,4
103366,2019-12-18,3280,1
101560,2019-10-20,5080,2
101256,2019-04-10,31640,6
101403,2019-02-25,3600,2
105206,2019-10-28,8533,3
102045,2019-04-18,5761,3
103698,2019-02-17,8440,3
105551,2019-04-10,30660,5
103613,2019-06-19,22881,8
104561,2019-06-09,2880,1
104567,2019-12-31,29914,1
102695,2019-08-27,6450,2
104477,2019-01-17,78964,5
104523,2019-08-07,22200,5
101037,2019-01-29,5900,1
104242,2019-12-16,15650,1
100280,2019-09-05,21113,4
102786,2019-10-01,3828,1
102226,2019-03-30,3560,1
105236,2019-06-10,12050,3
105530,2019-01-06,6870,2
102869,2019-01-04,33307,2
104335,2019-03-05,7950,3
104823,2019-10-28,13500,1
102371,2019-03-07,66573,3
103563,2019-05-27,6460,2
102854,2019-02-05,3960,1
105707,2019-08-28,7980,1
101216,2019-02-16,5940,2
101139,2019-06-09,14530,3
102484,2019-06-08,23900,5
103939,2019-12-27,10929,5
105237,2019-02-05,3682,2
102975,2019-05-08,9400,1
101033,2019-10-26,3960,1
102117,2019-03-31,7980,3
101516,2019-05-29,3500,2
102063,2019-12-24,3923,2
100910,2019-09-29,4200,1
102613,2019-07-13,18448,7
104769,2019-08-26,5660,2
105119,2019-08-09,15800,2
101454,2019-07-27,69620,5
100551,2019-05-22,4440,3
101751,2019-08-12,26320,4
100949,2019-11-22,2863,2
101375,2019-03-03,8900,1
100146,2019-08-10,9960,2
101384,2019-09-25,5500,1
101649,2019-10-20,3828,1
105755,2019-02-13,29000,1
102745,2019-02-06,8730,1
103949,2019-02-20,9000,1
103564,2019-06-29,7095,2
104531,2019-06-19,3100,1
103010,2019-02-10,12016,3
105342,2019-09-04,1190,1
101803,2019-04-18,6823,5
102562,2019-11-03,8235,3
105030,2019-04-24,18964,3
102222,2019-10-30,2550,2
105576,2019-05-31,6940,2
104032,2019-10-20,3425,2
100342,2019-08-24,5400,2
105461,2019-01-07,3160,1
102388,2019-01-19,12550,4
102063,2019-01-29,2494,2
104569,2019-02-25,5000,1
104285,2019-10-05,7196,2
101962,2019-10-27,13500,1
101464,2019-10-12,6300,1
100855,2019-01-05,7950,1
105361,2019-03-05,49500,2
103730,2019-05-18,7750,2
103754,2019-12-08,84355,2
100074,2019-12-20,17794,7
102119,2019-05-15,6653,2
103177,2019-07-21,10696,1
104356,2019-02-17,2443,1
101244,2019-02-13,1000,1
100638,2019-03-05,15340,1
103042,2019-06-09,5550,1
104017,2019-02-19,11518,2
101485,2019-12-24,5296,2
103501,2019-04-22,3920,2
103511,2019-11-12,12160,3
104691,2019-12-18,11676,2
105041,2019-12-01,2330,2
102958,2019-06-25,3584,1
100930,2019-11-03,2627,2
100977,2019-10-30,16600,1
103881,2019-06-15,36815,2
102437,2019-02-06,5940,2
102773,2019-01-14,6460,1
102168,2019-08-28,13465,3
105477,2019-03-24,12214,4
102672,2019-10-12,20760,2
103372,2019-09-10,8035,1
102845,2019-03-31,12942,2
102616,2019-05-25,3560,1
105472,2019-06-04,17046,1
105396,2019-12-12,1191,1
103363,2019-04-18,8170,3
102211,2019-08-13,7270,2
102351,2019-01-08,2016,1
105207,2019-01-19,7740,1
105780,2019-07-15,7732,4
101246,2019-04-30,55500,1
104803,2019-10-29,2230,2
105805,2019-02-25,12720,1
103098,2019-05-14,5900,2
103115,2019-12-04,18000,1
103347,2019-08-14,14083,4
102545,2019-11-24,10750,2
100501,2019-12-06,6821,1
104560,2019-11-21,30510,7
104038,2019-02-20,5940,2
105345,2019-07-16,6760,2
104738,2019-01-18,26267,5
103539,2019-05-18,13253,5
105667,2019-02-13,19200,1
105704,2019-09-03,8900,2
101827,2019-03-10,3674,2
104531,2019-11-11,7750,1
100389,2019-07-04,11310,2
105514,2019-06-09,18666,5
103676,2019-04-25,4028,1
101482,2019-02-02,3946,3
103271,2019-07-13,6560,1
105520,2019-01-26,4200,1
104369,2019-12-11,5238,2
101427,2019-10-22,6144,4
100850,2019-01-15,3380,1
103687,2019-12-18,7209,2
102242,2019-01-09,2052,1
100078,2019-01-26,52080,1
105440,2019-03-01,3880,1
102786,2019-11-08,3300,1
101017,2019-02-26,2700,1
104450,2019-09-04,33634,4
102410,2019-02-16,9800,1
101313,2019-05-31,4323,3
101511,2019-11-09,39410,2
103670,2019-09-08,5280,2
103763,2019-02-08,5111,1
101430,2019-06-17,1670,1
103687,2019-01-23,4650,1
103406,2019-11-13,23511,7
104665,2019-08-03,6800,2
101450,2019-05-06,7068,1
101365,2019-08-15,32218,4
103956,2019-06-02,3600,1
102103,2019-04-09,11176,4
101545,2019-11-18,16207,5
103504,2019-08-27,25740,4
104251,2019-07-20,6500,1
103995,2019-12-04,11040,4
105740,2019-07-15,26457,7
102621,2019-01-05,15320,1
101167,2019-03-13,12862,2
105144,2019-10-12,5500,1
102530,2019-09-25,9120,1
102778,2019-02-11,3980,1
101930,2019-12-16,11908,2
105135,2019-05-20,12397,4
101626,2019-05-06,9462,2
101633,2019-11-28,64488,6
104171,2019-08-27,10500,1
100171,2019-02-22,2970,1
104721,2019-03-16,3950,1
100181,2019-09-12,17248,2
101454,2019-09-02,28744,5
102865,2019-11-08,8740,2
100355,2019-09-15,3790,3
100055,2019-11-10,75819,4
104667,2019-03-30,3000,1
100752,2019-08-25,16820,2
100239,2019-02-17,4500,1
104087,2019-12-23,1062,1
104555,2019-03-03,3108,1
105796,2019-08-02,5718,3
103995,2019-01-09,16380,2
105093,2019-01-30,10800,1
102741,2019-03-03,7760,1
105068,2019-05-13,8820,2
102533,2019-09-27,1663,1
100727,2019-07-29,5340,1
105650,2019-11-30,3442,2
100881,2019-09-30,3960,1
104477,2019-07-16,6480,3
101222,2019-04-21,1788,1
100570,2019-12-08,5076,1
102910,2019-07-13,12120,2
100944,2019-03-04,10960,3
104778,2019-03-30,9800,1
102063,2019-03-04,2736,1
102389,2019-09-16,11910,2
102764,2019-08-24,3180,1
105517,2019-04-21,8980,2
100856,2019-09-02,2100,1
104761,2019-01-04,1960,1
102820,2019-09-01,3173,2
102180,2019-04-14,7504,2
101748,2019-05-04,2819,2
102341,2019-01-28,4250,1
101889,2019-04-21,3100,1
105747,2019-05-27,5600,1
105095,2019-04-15,18910,3
102665,2019-06-07,12840,2
102090,2019-06-17,7151,3
103747,2019-10-28,3222,1
103037,2019-12-24,5500,1
104993,2019-06-23,8600,3
105950,2019-12-04,5121,1
101105,2019-03-23,3330,2
101699,2019-10-08,9600,1
103226,2019-06-18,1845,1
102437,2019-03-13,3960,2
101562,2019-05-16,2686,2
102975,2019-11-07,13350,1
101169,2019-09-09,5900,1
100111,2019-12-26,3344,1
103269,2019-06-03,17580,2
104819,2019-08-08,4750,1
104120,2019-11-03,22933,3
104620,2019-10-30,31780,1
105562,2019-06-23,7302,2
103649,2019-02-19,4700,1
104303,2019-08-12,3880,1
105244,2019-08-17,36540,2
105755,2019-08-12,8754,1
103037,2019-01-29,11180,2
104644,2019-03-03,29800,1
105667,2019-03-20,2811,2
101584,2019-07-08,10612,3
102990,2019-10-17,7429,1
100371,2019-02-02,9900,1
104531,2019-12-18,10930,2
103638,2019-10-29,4471,2
102471,2019-05-30,2774,1
102728,2019-05-11,6718,3
102379,2019-12-18,7950,1
105625,2019-12-08,10375,2
105935,2019-11-27,3860,1
100985,2019-01-16,10630,1
103476,2019-10-26,32800,1
100065,2019-08-26,6175,1
103770,2019-05-22,8400,1
105396,2019-02-24,5206,2
100508,2019-01-09,3164,2
102711,2019-02-17,3080,1
100555,2019-01-04,4498,3
105312,2019-04-22,27355,2
104360,2019-08-26,6335,2
103860,2019-05-02,4784,2
100399,2019-12-05,9334,2
105762,2019-10-29,10400,1
103048,2019-04-14,5184,1
104600,2019-12-15,2000,1
103392,2019-11-23,7479,2
100280,2019-11-19,1052,1
101163,2019-08-25,3330,2
102485,2019-01-25,3600,1
104536,2019-09-26,6606,2
104948,2019-10-06,42132,15
104335,2019-05-19,3216,1
100067,2019-11-11,5580,2
102573,2019-12-07,4770,2
104874,2019-12-04,5052,1
101117,2019-09-24,2400,2
101511,2019-12-16,45040,2
103781,2019-07-22,3210,1
103763,2019-03-15,1900,1
101062,2019-11-27,2572,1
101427,2019-01-02,12680,3
102845,2019-09-30,21140,3
100596,2019-05-14,7920,1
100703,2019-07-20,6385,1
100648,2019-03-05,1538,1
102279,2019-05-11,18620,1
104640,2019-02-20,6900,2
102771,2019-05-06,28033,11
102155,2019-07-09,23080,1
102039,2019-02-27,3150,1
100537,2019-07-07,8235,1
104888,2019-11-26,6000,1
105541,2019-10-29,8264,3
102317,2019-01-19,3560,1
104879,2019-07-31,6391,1
101511,2019-01-21,33780,2
101711,2019-02-11,29754,7
101165,2019-05-14,1980,1
102411,2019-01-09,3164,2
102822,2019-09-25,8260,2
100106,2019-02-09,3290,2
100817,2019-03-24,11200,3
105119,2019-10-23,32096,4
102310,2019-10-07,8250,1
100853,2019-01-02,10926,4
100308,2019-10-27,5640,1
103724,2019-12-05,6580,2
102208,2019-12-15,3780,1
104913,2019-01-27,3180,1
102157,2019-03-04,15500,4
101700,2019-10-21,6080,1
103287,2019-01-07,36000,1
103025,2019-11-14,1086,1
103139,2019-10-10,18720,1
104445,2019-08-16,5700,1
104343,2019-10-24,8861,3
105439,2019-02-10,5540,2
104977,2019-08-18,8336,2
101022,2019-10-22,3660,2
105556,2019-01-23,25920,1
103681,2019-06-29,5892,2
102529,2019-10-24,38543,3
104078,2019-06-07,12720,1
104396,2019-10-21,6250,1
100163,2019-02-23,8000,1
101363,2019-05-13,2470,1
100467,2019-09-01,3705,1
103369,2019-02-17,5760,1
105222,2019-04-10,12810,4
105875,2019-03-13,4650,1
100184,2019-06-14,5975,2
105727,2019-12-16,4218,1
100856,2019-10-09,3150,1
100006,2019-07-02,3820,1
103408,2019-04-10,3930,2
102862,2019-07-13,14100,1
105915,2019-03-06,11690,2
103156,2019-02-09,11860,3
105317,2019-05-09,32687,4
100138,2019-01-27,2400,1
101309,2019-07-24,2801,1
100037,2019-10-25,3690,1
105206,2019-07-07,20952,5
101133,2019-02-11,3456,2
104596,2019-08-20,1170,1
104561,2019-02-20,1480,1
102534,2019-06-29,3880,1
103491,2019-12-10,8830,1
105650,2019-02-10,1281,1
101850,2019-09-17,4880,2
103131,2019-01-13,8460,5
101105,2019-04-30,2400,1
102680,2019-10-28,7950,1
101562,2019-06-23,10902,5
104980,2019-02-28,5121,1
103022,2019-12-09,5005,2
102522,2019-08-17,3980,1
100217,2019-02-09,13510,3
100891,2019-08-26,22000,2
103754,2019-03-27,6717,1
104716,2019-05-01,21600,2
100101,2019-02-19,6760,1
100802,2019-08-07,1660,1
100956,2019-10-08,11612,2
104661,2019-07-04,8280,1
103205,2019-04-21,2154,1
104838,2019-11-16,7820,1
102245,2019-11-23,7300,2
102753,2019-04-09,8440,3
101998,2019-07-14,2500,2
105244,2019-06-19,15771,5
102684,2019-06-26,11920,2
100381,2019-11-18,5940,1
103539,2019-04-27,9910,4
105667,2019-01-22,13703,2
104393,2019-05-26,3950,1
100931,2019-06-07,5640,3
103740,2019-06-23,15880,1
105639,2019-01-21,26301,2
105010,2019-03-25,4670,2
101730,2019-10-27,16728,4
100389,2019-06-13,9120,1
103948,2019-12-23,10503,1
105739,2019-12-15,3378,2
105514,2019-05-18,6900,5
103859,2019-01-09,42338,4
104680,2019-09-10,4821,1
100112,2019-06-23,2205,1
104172,2019-07-16,5800,1
102841,2019-12-05,2090,1
103682,2019-05-05,20385,2
102857,2019-04-18,7540,2
103408,2019-05-29,9046,1
103106,2019-12-31,1188,1
103613,2019-07-03,4725,2
100740,2019-04-30,8400,1
105762,2019-08-31,1235,1
100241,2019-07-28,7950,1
103050,2019-08-12,3040,1
103048,2019-02-16,7530,3
102444,2019-09-04,3880,1
100489,2019-09-19,29787,2
100830,2019-04-10,33150,1
101377,2019-07-29,10649,4
100575,2019-11-07,3420,1
101275,2019-10-05,6600,2
102978,2019-07-21,5325,2
101779,2019-11-21,5660,1
102129,2019-11-04,1885,1
103881,2019-10-16,3828,3
102915,2019-06-02,22419,2
103068,2019-07-01,32173,8
103816,2019-12-16,8630,3
105395,2019-09-23,25188,2
100904,2019-07-18,15770,3
103163,2019-09-25,3680,1
101199,2019-09-04,3300,1
100639,2019-03-01,9000,1
105740,2019-06-24,14152,5
103650,2019-12-03,1194,1
100981,2019-04-14,5760,1
103971,2019-11-03,2445,2
105553,2019-03-30,29436,2
104286,2019-08-12,24390,1
103530,2019-04-27,10220,2
105127,2019-06-27,24700,1
105281,2019-08-28,5700,1
100817,2019-01-26,8940,2
103466,2019-02-06,4280,1
103720,2019-03-17,4580,2
102011,2019-06-13,6001,2
104169,2019-03-12,9072,1
103168,2019-05-20,3480,2
103808,2019-03-19,3560,1
101403,2019-08-01,4855,1
105312,2019-07-16,2546,2
105303,2019-07-27,4200,2
104453,2019-04-20,4685,2
102045,2019-09-26,4921,3
103010,2019-02-26,5880,2
102242,2019-05-10,7551,2
101590,2019-12-29,2398,2
103246,2019-10-18,7796,3
105068,2019-04-22,18676,3
100484,2019-09-29,12230,2
101533,2019-01-20,3240,1
102430,2019-04-22,8800,1
103783,2019-02-23,4803,2
104031,2019-04-14,9960,2
104079,2019-10-31,44603,5
104396,2019-08-23,16924,10
102869,2019-06-12,43700,6
103754,2019-12-24,11108,1
101501,2019-08-20,7103,4
102371,2019-08-15,8308,3
101104,2019-10-02,22098,1
103174,2019-01-15,14400,1
104916,2019-09-04,3800,1
103054,2019-02-19,13450,2
103708,2019-08-12,29780,2
100012,2019-12-26,3635,3
105304,2019-03-22,3960,1
104160,2019-12-09,3375,1
104640,2019-05-14,1360,1
105296,2019-05-20,3990,1
103992,2019-02-25,21090,6
104523,2019-02-20,3600,1
104525,2019-09-10,16440,3
101696,2019-02-27,17353,1
102999,2019-05-01,3996,2
103004,2019-11-23,3980,3
105839,2019-08-29,3682,2
100985,2019-11-20,3200,1
100515,2019-02-25,3380,1
102778,2019-06-12,10980,1
102672,2019-10-28,21556,2
102417,2019-02-12,24758,3
104273,2019-10-20,25670,1
103754,2019-01-29,4100,1
100939,2019-11-10,3880,2
100209,2019-09-17,1486,1
101805,2019-04-27,13260,1
103185,2019-10-22,4180,2
100154,2019-11-20,10613,4
102744,2019-06-03,19130,6
100054,2019-08-21,12096,2
101375,2019-08-11,3040,1
105810,2019-07-23,3705,1
102091,2019-01-21,10930,2
101242,2019-05-04,5612,3
103493,2019-12-29,3858,2
102339,2019-03-12,7776,2
105124,2019-09-24,28320,2
103560,2019-05-15,32536,2
102890,2019-04-23,2810,2
101136,2019-05-17,20097,2
103287,2019-04-01,20007,3
101719,2019-05-12,1940,1
103382,2019-10-13,3180,1
100389,2019-07-20,4437,1
101076,2019-04-23,6140,4
100167,2019-05-27,9720,2
103859,2019-02-16,1830,1
100892,2019-02-23,1300,1
102433,2019-11-19,3087,1
103271,2019-07-29,22689,5
102900,2019-04-24,8800,1
105144,2019-02-26,5440,1
103689,2019-07-01,5796,2
102327,2019-04-08,4690,1
103433,2019-06-11,9152,2
104031,2019-08-14,14400,1
103727,2019-02-04,17058,1
102529,2019-12-26,6415,1
100337,2019-06-18,3042,1
102485,2019-08-19,30090,5
102472,2019-01-17,12160,1
103173,2019-07-05,16511,3
103815,2019-08-04,6242,4
104876,2019-04-21,32200,2
102068,2019-10-27,12199,5
102869,2019-10-12,17850,1
100906,2019-06-03,11900,5
100206,2019-04-10,7460,2
102806,2019-04-28,11880,1
102306,2019-01-04,2000,1
102307,2019-07-26,2700,1
101427,2019-07-28,5472,2
103054,2019-06-19,3100,1
103708,2019-12-12,5146,1
103404,2019-06-02,3384,1
100642,2019-03-09,5920,4
104640,2019-09-14,3840,1
100340,2019-12-15,8566,3
105188,2019-02-19,2760,2
103157,2019-11-27,3690,1
102643,2019-02-26,24400,3
102439,2019-02-19,5640,3
104399,2019-06-18,19158,6
103596,2019-03-06,12450,1
105071,2019-04-17,5580,1
104041,2019-09-01,7950,1
102997,2019-02-11,3806,2
100220,2019-05-07,4980,1
102529,2019-01-31,10215,1
101027,2019-06-11,9330,1
101916,2019-11-11,2880,1
103571,2019-02-10,11940,1
103754,2019-05-29,18550,2
104874,2019-08-03,10278,3
102561,2019-12-12,1569,1
105444,2019-07-30,3300,2
101408,2019-09-17,8020,5
105663,2019-01-02,3875,1
105771,2019-09-30,3705,1
105212,2019-10-17,33900,2
103720,2019-12-09,68334,2
104106,2019-07-17,3380,2
